서울시 주소별 공원정보 조회,https://goo.gl/XXFQ2m
서초구 문화행사,https://www.data.go.kr/dataset/15012093/fileData.do
종로구 문화행사,https://www.data.go.kr/dataset/3054128/fileData.do
서울시 자전거 편의시설정보,https://goo.gl/k8N7JB
서울시 공공체육시설별 운영프로그램정보,http://data.seoul.go.kr/dataList/datasetView.do?infId=OA-1221&srvType=S
서울시립미술관 전시현황,http://data.seoul.go.kr/dataList/datasetView.do?infId=OA-1205&srvType=S
서울시 박물관 현황,http://data.seoul.go.kr/dataList/datasetView.do?infId=OA-13002&srvType=S
